Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Price,Discount,Profit,Actual Return,Return_Reason,Return_Status,Return_Type,Refund_Amount,Order_Date,Return_Date,Return_Delay_Days,Return_Flag,Predicted_Return,Predicted_Return_Probabilty,Return_Risk,probabilty in %,Discount in % 
3984,CA-2016-135265,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,5,559.992,0.2,944.9865,No,N/A,No,N/A,0,13-05-2023,0,0,0,0,0.170938038,Low,17.09380379,20
3985,CA-2016-135265,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,48.94,1,48.94,0,24.47,No,N/A,No,N/A,0,02-05-2023,0,0,0,0,0.37486511,Low,37.48651103,0
3986,CA-2016-108735,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,Lakewood,California,90712,West,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257.499,3,85.833,0.15,24.2352,No,N/A,No,N/A,0,10-09-2023,0,0,0,1,0.583326888,Medium,58.33268881,15
3987,CA-2017-112333,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2591.56,4,647.89,0,621.9744,Yes,Product mismatch,Received,Refund Only,2591.56,08-04-2023,19-04-2023,11,1,1,0.554974645,Medium,55.49746449,0
3988,CA-2017-112333,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,41.95,5,8.39,0,10.4875,No,N/A,No,N/A,0,16-08-2023,0,0,0,0,0.419235142,Medium,41.92351415,0
3989,US-2016-159415,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Columbia,Tennessee,38401,South,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,5,15.824,0.2,13.846,No,N/A,No,N/A,0,08-07-2023,0,0,0,0,0.432984206,Medium,43.2984206,20
3990,CA-2014-122588,Second Class,AR-10540,Andy Reiter,Consumer,United States,Woonsocket,Rhode Island,2895,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,52.96,2,26.48,0,20.1248,No,N/A,No,N/A,0,20-11-2023,0,0,0,1,0.492746378,Medium,49.27463779,0
3991,CA-2014-137589,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Lancaster,Pennsylvania,17602,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,286.344,3,95.448,0.2,-64.4274,No,N/A,No,N/A,0,17-12-2023,0,0,0,0,0.450984484,Medium,45.09844835,20
3992,CA-2015-161998,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614,South,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.552,3,21.184,0.2,14.2992,No,N/A,No,N/A,0,05-11-2023,0,0,0,0,0.456138274,Medium,45.61382739,20
3993,CA-2015-161998,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614,South,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",41.376,3,13.792,0.2,4.6548,No,N/A,No,N/A,0,17-06-2023,0,0,0,0,0.422842962,Medium,42.2842962,20
3994,CA-2015-161998,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614,South,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,172.704,6,28.784,0.2,10.794,Yes,Changed mind,Received,Refund Only,172.704,06-06-2023,13-06-2023,7,1,1,0.495158021,Medium,49.51580206,20
3995,CA-2015-105627,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,3,170.98,0,97.4586,No,N/A,No,N/A,0,06-12-2023,0,0,0,0,0.436546631,Medium,43.6546631,0
3996,CA-2015-105627,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,860.93,7,122.99,0,189.4046,No,N/A,No,N/A,0,27-11-2023,0,0,0,0,0.430238144,Medium,43.02381443,0
3997,CA-2015-105627,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,769.95,5,153.99,0,223.2855,No,N/A,No,N/A,0,15-03-2023,0,0,0,0,0.414134113,Medium,41.41341129,0
3998,CA-2015-105627,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,1,14.98,0,4.494,No,N/A,No,N/A,0,09-05-2023,0,0,0,0,0.256235538,Low,25.62355383,0
3999,CA-2015-105627,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,6,62.18,0,82.0776,No,N/A,No,N/A,0,20-04-2023,0,0,0,0,0.45663475,Medium,45.66347504,0
4000,US-2015-149629,Second Class,MP-17965,Michael Paige,Corporate,United States,Port Saint Lucie,Florida,34952,South,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,5,46.384,0.2,5.798,No,N/A,No,N/A,0,02-05-2023,0,0,0,0,0.322640006,Low,32.26400056,20
4001,CA-2014-116834,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63.47,11,5.77,0,19.041,No,N/A,No,N/A,0,17-10-2023,0,0,0,0,0.426893529,Medium,42.68935292,0
4002,CA-2014-116834,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345,5,69,0,58.65,No,N/A,No,N/A,0,22-07-2023,0,0,0,1,0.504304704,Medium,50.43047045,0
4003,CA-2016-145730,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,212.632,0.3,-127.5792,No,N/A,No,N/A,0,29-09-2023,0,0,0,0,0.241480556,Low,24.14805556,30
4004,CA-2016-145730,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,3,95.97,0.4,33.5895,Yes,Product mismatch,Picked,Refund Only,287.91,27-04-2023,06-05-2023,9,1,1,0.511919527,Medium,51.19195273,40
4005,CA-2016-145730,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,3,12.2,0.2,11.895,No,N/A,No,N/A,0,12-02-2023,0,0,0,0,0.443629501,Medium,44.36295013,20
4006,US-2015-168732,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,1.78,1,1.78,0,0.4984,No,N/A,No,N/A,0,23-04-2023,0,0,0,0,0.22899346,Low,22.89934596,0
4007,US-2015-168732,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,25.92,4,6.48,0,12.4416,No,N/A,No,N/A,0,05-08-2023,0,0,0,0,0.474133278,Medium,47.41332781,0
4008,US-2015-168732,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94,6,16.99,0,21.4074,Yes,Damaged product,Picked,Refund Only,101.94,03-12-2023,13-12-2023,10,1,1,0.489809067,Medium,48.98090668,0
4009,CA-2015-107468,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Louisville,Colorado,80027,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.848,2,3.424,0.2,0.5992,No,N/A,No,N/A,0,24-08-2023,0,0,0,0,0.306015109,Low,30.60151093,20
4010,CA-2017-144463,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43,11,43.13,0,199.2606,No,N/A,No,N/A,0,09-04-2023,0,0,0,0,0.460457768,Medium,46.04577684,0
4011,CA-2017-100811,First Class,CC-12475,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,4.224,0.2,2.64,No,N/A,No,N/A,0,22-09-2023,0,0,0,0,0.329370257,Low,32.93702567,20
4012,CA-2017-100811,First Class,CC-12475,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,39.296,4,9.824,0.2,3.9296,No,N/A,No,N/A,0,21-05-2023,0,0,0,1,0.494950072,Medium,49.49500722,20
4013,CA-2015-153612,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Superior,Wisconsin,54880,Central,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,4.28,0,4.9648,Yes,Packaging is not good,Pending,Exchange,17.12,03-10-2023,06-10-2023,3,1,0,0.471725319,Medium,47.17253192,0
4014,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,180.98,0,152.0232,Yes,Don't want to promote this item,Rejected,Refund Only,542.94,17-04-2023,30-04-2023,13,1,0,0.458989729,Medium,45.89897288,0
4015,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3,2.88,0,4.2336,No,N/A,No,N/A,0,15-01-2023,0,0,0,0,0.4115309,Medium,41.15308998,0
4016,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,193.8,5,38.76,0,94.962,No,N/A,No,N/A,0,03-06-2023,0,0,0,0,0.449194661,Medium,44.91946608,0
4017,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,21.4,5,4.28,0,9.63,No,N/A,No,N/A,0,25-02-2023,0,0,0,0,0.404951778,Medium,40.49517781,0
4018,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,97.88,2,48.94,0,48.94,Yes,Packaging is not good,Picked,Exchange,97.88,16-04-2023,27-04-2023,11,1,1,0.529792226,Medium,52.97922257,0
4019,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9,27.99,0,47.8629,No,N/A,No,N/A,0,17-07-2023,0,0,0,1,0.486359495,Medium,48.63594947,0
4020,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,3,8.62,0,6.7236,No,N/A,No,N/A,0,24-07-2023,0,0,0,1,0.492918424,Medium,49.29184237,0
4021,CA-2014-154963,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,3,56.686,0.3,-4.8588,No,N/A,No,N/A,0,28-10-2023,0,0,0,0,0.462295498,Medium,46.22954976,30
4022,CA-2014-154963,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.782,3,27.594,0.4,-15.1767,No,N/A,No,N/A,0,13-10-2023,0,0,0,1,0.561266572,Medium,56.12665718,40
4023,CA-2014-154963,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,5,170.786,0.3,0,Yes,Got in better price,Received,Refund Only,853.93,24-02-2023,27-02-2023,3,1,0,0.468412871,Medium,46.84128713,30
4024,CA-2017-130764,First Class,JO-15145,Jack O'Briant,Corporate,United States,San Francisco,California,94110,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",556.665,5,111.333,0.15,6.549,No,N/A,No,N/A,0,01-04-2023,0,0,0,0,0.445554929,Medium,44.55549287,15
4025,CA-2017-130764,First Class,JO-15145,Jack O'Briant,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,23.96,0.2,34.742,No,N/A,No,N/A,0,26-04-2023,0,0,0,0,0.481677973,Medium,48.16779732,20
4026,CA-2017-139311,First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",29.664,4,7.416,0.2,10.0116,No,N/A,No,N/A,0,10-01-2023,0,0,0,0,0.423254509,Medium,42.32545088,20
4027,CA-2017-139311,First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,9.184,7,1.312,0.2,2.87,No,N/A,No,N/A,0,06-04-2023,0,0,0,0,0.311072259,Low,31.10722592,20
4028,CA-2017-139311,First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,153.584,2,76.792,0.2,13.4386,No,N/A,No,N/A,0,09-05-2023,0,0,0,0,0.329112614,Low,32.91126136,20
4029,CA-2017-139311,First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864,8,1.608,0.8,-22.512,No,N/A,No,N/A,0,06-09-2023,0,0,0,0,0.327632384,Low,32.76323844,80
4030,CA-2017-124296,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Lafayette,Louisiana,70506,South,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,479.97,3,159.99,0,239.985,No,N/A,No,N/A,0,22-03-2023,0,0,0,0,0.419807447,Medium,41.98074472,0
4031,CA-2017-124296,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,4,58.22,0,60.5488,Yes,Expectation not fulfilled,Received,Refund Only,232.88,28-11-2023,13-12-2023,15,1,0,0.461811716,Medium,46.18117164,0
4032,CA-2016-169957,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,98042,West,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,236.88,6,39.48,0,66.3264,No,N/A,No,N/A,0,16-03-2023,0,0,0,0,0.475423061,Medium,47.54230613,0
4033,CA-2016-169957,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,98042,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),29.9,5,5.98,0,14.651,No,N/A,No,N/A,0,23-07-2023,0,0,0,0,0.472478485,Medium,47.24784854,0
4034,CA-2016-169957,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,98042,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,25,0,21,No,N/A,No,N/A,0,04-04-2023,0,0,0,1,0.494929554,Medium,49.4929554,0
4035,US-2016-108777,Same Day,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,44052,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693,3,6.231,0.7,-14.3313,No,N/A,No,N/A,0,26-07-2023,0,0,0,0,0.348714945,Low,34.87149454,70
4036,US-2016-108777,Same Day,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,44052,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,383.952,6,63.992,0.2,76.7904,Yes,Got in better price,Pending,Exchange,383.952,21-10-2023,31-10-2023,10,1,0,0.468440976,Medium,46.84409758,20
4037,CA-2015-148859,Standard Class,FH-14350,Fred Harton,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816,2,12.408,0.2,1.551,Yes,Product Quality is poor,Pending,Refund Only,24.816,19-01-2023,30-01-2023,11,1,0,0.464619523,Medium,46.46195229,20
4038,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,24.9,5,4.98,0,8.217,No,N/A,No,N/A,0,10-01-2023,0,0,0,0,0.404728051,Medium,40.47280514,0
4039,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,21.12,4,5.28,0,9.504,No,N/A,No,N/A,0,28-01-2023,0,0,0,0,0.440589995,Medium,44.05899951,0
4040,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,127.992,0.2,287.982,No,N/A,No,N/A,0,03-02-2023,0,0,0,0,0.421511498,Medium,42.15114984,20
4041,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,4.784,0.2,4.6644,Yes,Don't want to promote this item,Pending,Refund Only,14.352,10-10-2023,13-10-2023,3,1,1,0.500967597,Medium,50.09675971,20
4042,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976,3,63.992,0.2,19.1976,Yes,Product Quality is poor,Received,Exchange,191.976,01-02-2023,11-02-2023,10,1,1,0.581225405,Medium,58.12254049,20
4043,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10001474,Office Supplies,Labels,Avery 477,274.77,9,30.53,0,126.3942,No,N/A,No,N/A,0,14-10-2023,0,0,0,0,0.431170778,Medium,43.11707775,0
4044,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,11.76,0,23.9904,No,N/A,No,N/A,0,27-11-2023,0,0,0,0,0.484672147,Medium,48.46721468,0
4045,CA-2015-137750,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,204.85,5,40.97,0,57.358,No,N/A,No,N/A,0,19-07-2023,0,0,0,1,0.498279385,Medium,49.82793848,0
4046,CA-2015-136378,Standard Class,CS-11845,Cari Sayre,Corporate,United States,Houston,Texas,77070,Central,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,3,3.052,0.8,-13.734,No,N/A,No,N/A,0,08-02-2023,0,0,0,0,0.343100769,Low,34.3100769,80
4047,CA-2017-100356,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,23.992,2,11.996,0.8,-62.3792,No,N/A,No,N/A,0,01-09-2023,0,0,0,0,0.383476186,Low,38.34761864,80
4048,US-2015-166520,First Class,KE-16420,Katrina Edelman,Corporate,United States,New York City,New York,10035,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,80.88,3,26.96,0,39.6312,No,N/A,No,N/A,0,05-03-2023,0,0,0,0,0.480310328,Medium,48.03103284,0
4049,US-2015-166520,First Class,KE-16420,Katrina Edelman,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9,10,59.99,0,191.968,No,N/A,No,N/A,0,26-01-2023,0,0,0,0,0.415259061,Medium,41.52590609,0
4050,CA-2017-136350,Second Class,GA-14515,George Ashbrook,Consumer,United States,New York City,New York,10011,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",276.69,3,92.23,0,49.8042,Yes,Don't want to promote this item,Approved,Refund Only,276.69,20-09-2023,04-10-2023,14,1,1,0.512969931,Medium,51.2969931,0
4051,CA-2017-136350,Second Class,GA-14515,George Ashbrook,Consumer,United States,New York City,New York,10011,East,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,172.764,2,86.382,0.1,32.6332,No,N/A,No,N/A,0,14-01-2023,0,0,0,1,0.562231439,Medium,56.22314392,10
4052,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,4.224,3,1.408,0.2,1.4784,No,N/A,No,N/A,0,21-02-2023,0,0,0,0,0.367999384,Low,36.79993839,20
4053,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.272,2,204.636,0.4,-81.8544,No,N/A,No,N/A,0,16-03-2023,0,0,0,0,0.403068035,Medium,40.30680355,40
4054,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44,11,5.04,0.2,18.018,No,N/A,No,N/A,0,25-01-2023,0,0,0,0,0.395988097,Low,39.59880971,20
4055,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,20.928,4,5.232,0.2,6.8016,Yes,Product mismatch,Rejected,Exchange,20.928,30-05-2023,06-06-2023,7,1,1,0.507211216,Medium,50.72112157,20
4056,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,6,300.272,0.2,-337.806,No,N/A,No,N/A,0,26-05-2023,0,0,0,0,0.424028007,Medium,42.40280074,20
4057,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,67.176,1,67.176,0.4,-20.1528,No,N/A,No,N/A,0,11-07-2023,0,0,0,0,0.251926152,Low,25.19261516,40
4058,CA-2014-163034,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,646.2,5,129.24,0.2,-8.0775,No,N/A,No,N/A,0,11-08-2023,0,0,0,0,0.437189721,Medium,43.71897211,20
4059,CA-2015-124058,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Oakland,California,94601,West,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,72.744,7,10.392,0.2,-15.4581,No,N/A,No,N/A,0,22-12-2023,0,0,0,1,0.486028324,Medium,48.60283242,20
4060,CA-2015-124058,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Oakland,California,94601,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,190.72,0.2,35.76,No,N/A,No,N/A,0,11-04-2023,0,0,0,1,0.503525675,Medium,50.35256746,20
4061,CA-2016-129196,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3,22.704,0.2,17.8794,No,N/A,No,N/A,0,23-08-2023,0,0,0,1,0.491388354,Medium,49.13883538,20
4062,US-2015-138716,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,8.344,0.2,7.8225,No,N/A,No,N/A,0,25-05-2023,0,0,0,0,0.468410663,Medium,46.84106628,20
4063,US-2016-122182,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992,1,39.992,0.2,7.4985,No,N/A,No,N/A,0,03-09-2023,0,0,0,0,0.326658028,Low,32.66580277,20
4064,US-2014-130358,First Class,DL-13330,Denise Leinenbach,Consumer,United States,Concord,North Carolina,28027,South,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,20.016,9,2.224,0.2,1.7514,No,N/A,No,N/A,0,10-04-2023,0,0,0,0,0.33296278,Low,33.29627797,20
4065,US-2014-130358,First Class,DL-13330,Denise Leinenbach,Consumer,United States,Concord,North Carolina,28027,South,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.104,1,3.104,0.2,0.3492,No,N/A,No,N/A,0,05-01-2023,0,0,0,0,0.196638206,Low,19.66382055,20
4066,CA-2014-102673,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,7.52,5,1.504,0.2,1.41,No,N/A,No,N/A,0,18-08-2023,0,0,0,0,0.369272436,Low,36.92724358,20
